9.84 7.69 test
9.73 7.86 test
10.24 7.86 test
9.86 8.02 test
9.92 7.88 test
9.59 7.61 test
9.27 7.42 test
9.38 7.61 test
8.95 7.29 test
9.54 8.07 test
9.06 7.42 test
8.62 7.18 test
9.22 8.07 test
8.71 7.26 test
8.3 7.1 test
8.36 7.16 test
7.95 7.13 test
9.19 7.75 test
7.63 7.1 test
8.03 7.07 test
7.31 7.07 test
9.51 7.64 test
7.71 7.07 test
6.98 6.99 test
9.84 7.45 test
6.82 6.67 test
7.39 7.1 test
10.16 7.34 test
6.66 6.35 test
7.06 6.89 test
6.5 6.02 test
10.48 7.29 test
6.9 6.56 test
6.39 5.7 test
10.81 7.32 test
6.28 5.38 test
6.71 6.24 test
6.17 5.06 test
11.13 7.51 test
6.07 4.73 test
6.47 5.92 test
5.91 4.41 test
11.45 7.77 test
6.23 5.57 test
11.4 7.45 test
5.96 5.22 test
5.69 4.09 test
5.8 4.87 test
5.45 3.76 test
11.29 7.13 test
5.64 4.54 test
5.26 3.41 test
10.97 7.24 test
5.53 4.22 test
10.64 7.26 test
5.04 3.09 test
5.39 3.87 test
4.83 2.77 test
10.32 7.37 test
5.26 3.55 test
10.02 7.69 test
4.59 2.44 test
5.1 3.22 test
9.67 7.61 test
4.26 2.2 test
4.88 2.9 test
3.94 1.93 test
9.35 7.56 test
4.59 2.58 test
3.62 1.64 test
9.19 7.24 test
8.87 6.99 test
4.26 2.42 test
8.54 6.94 test
3.94 2.2 test
8.22 6.94 test
3.59 1.91 test
8.27 7.26 test
3.29 1.56 test
8.52 7.59 test
8.62 7.91 test
9.75 8.04 test
8.95 8.02 test
9.78 7.98 test
9.03 7.69 test
10.96 7.06 test
9.77 5.43 test
9.14 7.37 test
9.42 7.67 test
9.09 5.39 test
5.23 10.01 test
9.08 7.56 test
9.27 7.05 test
9.48 5.48 test
9.45 7.81 test
3.32 1.23 test
3.37 1.31 test
1.46 1.61 test
1.33 1.18 test
3.26 1.05 test
8.36 1.75 test
8.36 1.75 test
9.11 5.54 test
9.27 7.37 test
5.21 9.69 test
10.65 7.11 test
9.51 7.69 test
9.06 1.91 test
10.34 7.11 test
9.14 7.67 test
3.35 1.56 test
10.03 7.09 test
9.84 7.8 test
1.38 5.67 test
1.52 5.73 test
1.71 5.62 test
1.61 6.2 test
3.1 14.44 test
3.01 14.87 test
1.84 5.67 test
3.1 14.33 test
8.61 2.05 test
1.53 6.51 test
3.12 14.73 test
2.03 5.51 test
1.65 1.39 test
2.16 5.57 test
1.79 1.85 test
