1367232367417;5.0;13.0
1367232417417;5.0;1.0
1367232337417;1.0;8.0
1367232437417;1.0;10.0
1367232447417;5.0;13.0
1367232457417;5.0;7.0
1367232347417;1.0;10.0
1367232387417;11.0;1.0
1367232427417;1.0;1.0
1367232327417;3.0;16.0
1367232467417;11.0;7.0
1367232407417;5.0;7.0
1367232477417;11.0;1.0
1367232317417;1.0;10.0
1367232307417;1.0;1.0
1367232377417;5.0;1.0
1367232397417;11.0;7.0
1367232357417;2.0;13.0
1367232338417;1.0;9.4
1367232408417;5.0;5.6
1367232418417;3.6;1.0
1367232398417;9.6;7.0
1367232378417;6.4;1.0
1367232308417;1.0;2.4
1367232428417;1.0;2.4
1367232419417;2.2;1.0
1367232429417;1.0;3.8
1367232388417;11.0;2.4
1367232430417;1.0;5.2
1367232438417;2.12;10.84
1367232448417;5.0;11.6
1367232389417;11.0;3.8
1367232431417;1.0;6.6
1367232309417;1.0;3.8
1367232390417;11.0;5.2
1367232449417;5.0;10.2
1367232391417;11.0;6.6
1367232358417;3.4;13.0
1367232310417;1.0;5.2
1367232391702;11.0;7.0
1367232450417;5.0;8.8
1367232379417;7.8;1.0
1367232311417;1.0;6.6
1367232451417;5.0;7.4
1367232380417;9.2;1.0
1367232318417;1.44;11.33
1367232312417;1.0;8.0
1367232313417;1.0;9.4
1367232319417;1.89;12.66
1367232381417;10.6;1.0
1367232451702;5.0;7.0
1367232420274;1.0;1.0
1367232313845;1.0;10.0
1367232320417;2.33;13.98
1367232468417;11.0;5.6
1367232381702;11.0;1.0
1367232321417;2.77;15.31
1367232321934;3.0;16.0
1367232409417;5.0;4.2
1367232439417;3.24;11.68
1367232359417;4.8;13.0
1367232368417;5.0;11.6
1367232338845;1.0;10.0
1367232478417;9.6;1.0
1367232432417;1.0;8.0
1367232458417;6.4;7.0
1367232328417;2.66;14.64
1367232369417;5.0;10.2
1367232479417;8.2;1.0
1367232359559;5.0;13.0
1367232329417;2.32;13.28
1367232469417;11.0;4.2
1367232480417;6.8;1.0
1367232348417;1.44;11.33
1367232481417;5.4;1.0
1367232399417;8.2;7.0
1367232470417;11.0;2.8
1367232440417;4.36;12.52
1367232482417;4.0;1.0
1367232471417;11.0;1.4
1367232410417;5.0;2.8
1367232349417;1.89;12.66
1367232370417;5.0;8.8
1367232400417;6.8;7.0
1367232471702;11.0;1.0
1367232349675;2.0;13.0
1367232433417;1.0;9.4
1367232330417;1.98;11.93
1367232411417;5.0;1.4
1367232371417;5.0;7.4
1367232331417;1.64;10.57
1367232483417;2.6;1.0
1367232484417;1.2;1.0
1367232401417;5.4;7.0
1367232411702;5.0;1.0
1367232332417;1.3;9.21
1367232484559;1.0;1.0
1367232440988;5.0;13.0
1367232372417;5.0;6.0
1367232401702;5.0;7.0
1367232333307;1.0;8.0
1367232373417;5.0;4.6
1367232433845;1.0;10.0
1367232374417;5.0;3.2
1367232459417;7.8;7.0
1367232375417;5.0;1.8
1367232460417;9.2;7.0
1367232375988;5.0;1.0
1367232461417;10.6;7.0
1367232461702;11.0;7.0
